,feature,corr,rf,xgb,lgb,corr_rank,rf_rank,xgb_rank,lgb_rank,rank
666,客户收入,0.0025116594557143012,0.0026530994910498127,0.0017920294,1492,667.0,112.0,232.0,13.0,1024.0
160,收益级别_4mean_y,0.03964704946097429,0.00033100395582261085,0.0015388614000000002,89,161.0,311.0,331.0,223.0,1026.0
379,行业_4mean_x,0.014853360886633112,0.0012297840297314433,0.0013538554,427,380.0,169.0,401.0,84.0,1034.0
280,收益级别_3sum_y,0.0246702641842028,0.00011292168034672122,0.0034921875,38,281.0,412.0,36.0,315.0,1044.0
183,居住状态_1,0.036812057237349316,0.00028236890461452057,0.0016491378,75,184.0,331.0,291.0,245.0,1051.0
207,申请周内日_0mean_y,0.033481102324223085,0.00020349922642381904,0.0017668982,81,208.0,367.0,244.0,236.0,1055.0
193,产品组合_5.0mean_y,0.03511739653741305,0.00013057415457034218,0.0022929166,24,194.0,401.0,111.0,351.0,1057.0
274,付款方式_3sum_x,0.025445318676032492,0.000523707410867262,0.0016733438000000002,76,275.0,259.0,282.0,244.0,1060.0
476,拟实际应还贷款金额min_x,0.008676346919335233,0.0017946450257767374,0.0013899754999999998,716,477.0,142.0,390.0,53.0,1062.0
226,产品组合_6.0sum_x,0.03133052093471809,0.0003830009160201788,0.0020952839999999998,14,227.0,292.0,149.0,397.0,1065.0
209,贷款用途_23mean_y,0.03336495737884749,0.0005378309056989048,0.0014506303,77,210.0,256.0,365.0,241.0,1072.0
410,组合类型_3mean_x,0.011995642456707098,0.0013422938324569255,0.0014575862,199,411.0,164.0,362.0,136.0,1073.0
195,产品组合_0.0mean_y,0.03484959124193515,0.00020082515770656497,0.0020929293,22,196.0,369.0,151.0,359.0,1075.0
238,申请时点_6mean_y,0.029822968431912025,0.0002255227680827576,0.0017843015,73,239.0,355.0,235.0,248.0,1077.0
56,收入类型_3,0.06152491280855703,0.0035777239180245835,0.0,4,57.0,77.0,479.0,464.0,1077.0
381,贷款类型_Amean_y,0.014744000902646647,0.00038245491980601717,0.002830643,27,382.0,293.0,64.0,338.0,1077.0
308,产品组合_2.0mean_x,0.02264227312061146,0.0005718902261571706,0.0015023645000000001,138,309.0,252.0,345.0,173.0,1079.0
141,行业_2sum_y,0.04249297394109475,0.00018322409358411898,0.0020665056,11,142.0,375.0,156.0,409.0,1082.0
107,申请时点_4sum_y,0.049432614364308985,0.00020614382550214347,0.001959971,7,108.0,365.0,180.0,432.0,1085.0
330,行业_10mean_x,0.02077768329690579,0.0009346866254555477,0.001193303,216,331.0,192.0,435.0,128.0,1086.0
102,申请时点_6sum_y,0.05008874054730557,0.0002154038587805973,0.0018285870000000002,11,103.0,359.0,221.0,409.0,1092.0
608,首付金额min_x,0.0036905105394973844,0.0015085482851729284,0.0017177770000000002,614,609.0,158.0,267.0,59.0,1093.0
370,获客渠道_3sum_x,0.01573715869145056,0.0002137714093725559,0.002966495,43,371.0,361.0,56.0,307.0,1095.0
412,客户类型_2sum_x,0.011926677015292908,0.0010183526109090618,0.0016757044,92,413.0,185.0,280.0,219.0,1097.0
179,产品类型_2sum_y,0.03718055687064451,0.0001347036880701104,0.0021649199,16,180.0,399.0,130.0,388.0,1097.0
556,历史贷款授信距本次申请月数max_y,0.005190993745860119,0.0019125831417961196,0.002155481,59,557.0,137.0,132.0,272.0,1098.0
305,产品组合_8.0mean_x,0.023130850875616508,0.0005981765119596484,0.0012553674,222,306.0,246.0,421.0,125.0,1098.0
513,收益级别_2mean_y,0.0066271584267055435,0.0005270627053980722,0.0032148978000000003,52,514.0,258.0,46.0,284.0,1102.0
388,社交圈违约信息2_2,0.01423409739665461,0.0004996483729700369,0.0016027433,181,389.0,265.0,308.0,140.0,1102.0
135,获客渠道_3sum_y,0.04375679372112639,0.00011297082215474756,0.0025934328,3,136.0,411.0,79.0,479.0,1105.0
277,行业_1mean_x,0.025040896337079874,0.000353351443680472,0.0017203019000000001,66,278.0,304.0,264.0,259.0,1105.0
458,合同状态_0mean_x,0.00955017982630667,0.0010515222411735753,0.0016154618,151,459.0,183.0,303.0,162.0,1107.0
452,获客渠道_3mean_x,0.009902339490782593,0.0002524553974478897,0.0020199777,177,453.0,341.0,169.0,144.0,1107.0
196,职业_9.0,0.034681229618984136,4.507516602651225e-05,0.004087975,9,197.0,464.0,27.0,420.0,1108.0
169,职业_4.0,0.038423328448121616,0.00018139921560280872,0.001650121,57,170.0,376.0,290.0,274.0,1110.0
101,申请时点_5sum_y,0.050682928794266835,0.0001015063778338848,0.0021338526,5,102.0,418.0,141.0,450.0,1111.0
313,商品价格min_y,0.021929979300115133,0.0021740062364228783,0.0016087891,19,314.0,125.0,306.0,369.0,1114.0
411,家庭成员数,0.011980525553247615,0.000596759589459651,0.0014806420000000001,277,412.0,247.0,350.0,107.0,1116.0
172,产品类型_0mean_y,0.03811500424696906,0.00036687036973136216,0.0012927918,83,173.0,297.0,415.0,231.0,1116.0
287,申请时点_8sum_x,0.024171038325751692,0.0004755673725382589,0.0014467567999999998,121,288.0,267.0,367.0,195.0,1117.0
204,首付金额mean_y,0.03382435590593297,0.002560472564392757,0.0010533694,26,205.0,115.0,457.0,343.0,1120.0
385,收益级别_3mean_y,0.014357132890751002,0.0004671845959662848,0.0017799969,85,386.0,271.0,238.0,226.0,1121.0
202,申请周内日_1mean_y,0.033889392021868116,0.00024053939834032447,0.0015629143,72,203.0,346.0,322.0,253.0,1124.0
262,合同状态_1sum_x,0.0272215235576364,0.00032031549846600843,0.0019474189000000001,21,263.0,317.0,182.0,362.0,1124.0
344,职业_6.0,0.018030006449872592,6.81632758995943e-05,0.0022790206,85,345.0,440.0,114.0,226.0,1125.0
431,产品类型_0mean_x,0.011020183622904295,0.0010533161597891117,0.0013310808,272,432.0,181.0,406.0,110.0,1129.0
247,行业_2mean_y,0.0287690276436337,0.00022829398806089609,0.0018401477,39,248.0,352.0,219.0,311.0,1130.0
470,贷款用途_23mean_x,0.008947930433944956,0.0009694366266537985,0.0018479491,67,471.0,190.0,213.0,257.0,1131.0
263,首付金额max_y,0.026983156195729253,0.0017630015968229094,0.001557952,14,264.0,147.0,325.0,397.0,1133.0
456,申请时点_5mean_x,0.009760279097476758,0.0009017268196417543,0.0013228801999999999,558,457.0,200.0,407.0,69.0,1133.0
356,获客渠道_6sum_x,0.017167282386797173,0.00021160075986594157,0.00225712,46,357.0,363.0,118.0,301.0,1139.0
203,申请时点_3mean_y,0.03382841757454981,0.0001380066871361563,0.0021921835999999997,10,204.0,397.0,124.0,415.0,1140.0
200,贷款类型_1mean_y,0.03408692578089136,0.0002654916699785125,0.0017201973999999998,27,201.0,337.0,265.0,338.0,1141.0
418,申请时点_7sum_x,0.01161143834365028,0.00036350721849838887,0.0017647537,136,419.0,301.0,246.0,176.0,1142.0
254,组合类型_0mean_x,0.02813767890435892,0.0006131136210287963,0.0008986268,127,255.0,241.0,467.0,187.0,1150.0
338,陪同申请人_0.0mean_x,0.01867945955303806,0.00021265289933961642,0.0018460125,82,339.0,362.0,216.0,233.0,1150.0
408,商品类别_27sum_x,0.012109790229541999,0.0006277900724705081,0.0019148670000000002,40,409.0,236.0,195.0,310.0,1150.0
389,社交圈违约信息1_2,0.014229096767415128,0.00046412752064112873,0.0015062975,168,390.0,272.0,343.0,148.0,1153.0
268,组合类型_0sum_x,0.026076576379014383,0.00018772257917937257,0.0025167274,8,269.0,374.0,87.0,427.0,1157.0
440,贷款类型_Amean_x,0.010588735602530066,0.0010933519047103973,0.0014352148,141,441.0,175.0,371.0,171.0,1158.0
519,申请周内日_5mean_x,0.006472993669417885,0.0006237527116242207,0.0015835073000000002,398,520.0,237.0,312.0,89.0,1158.0
228,获客渠道_7sum_x,0.03075468102261688,0.0004241662632882094,0.0014020164000000002,62,229.0,284.0,384.0,263.0,1160.0
478,申请周内日_7mean_x,0.008547905171741317,0.0005889694862543161,0.0014749820000000001,435,479.0,250.0,353.0,80.0,1162.0
59,获客渠道_5sum_y,0.059765881640743534,0.00024538854261499577,0.0013806971,19,60.0,342.0,394.0,369.0,1165.0
234,客户类型_1sum_x,0.030214249238517087,0.0007298851303343705,0.0011058936,63,235.0,222.0,447.0,261.0,1165.0
229,产品组合_3.0mean_y,0.03069625460663692,0.00017220102902930964,0.0018837887,24,230.0,380.0,205.0,351.0,1166.0
295,陪同申请人_0.0sum_x,0.023684838623553098,9.654202805512666e-05,0.0024380511999999997,23,296.0,423.0,95.0,356.0,1170.0
77,有居住信息4,0.05556879466959205,0.0016013569120792905,0.0010820872,2,78.0,151.0,450.0,491.0,1170.0
443,申请周内日_1mean_x,0.010314252157190744,0.0006575232733714585,0.0012722592,433,444.0,231.0,418.0,82.0,1175.0
21,合同状态_2mean_y,0.07629887618435502,0.0016401048466890991,0.0,0,22.0,150.0,479.0,525.0,1176.0
264,职业_15.0,0.026825702117259032,0.0002011542948349923,0.0016289237,73,265.0,368.0,297.0,248.0,1178.0
270,获客渠道_4mean_y,0.025862195254475917,0.00020547028585520162,0.0016986141,59,271.0,366.0,271.0,272.0,1180.0
31,利率1mean_y,0.07629887618406328,0.000874926460753266,0.0,4,32.0,207.0,479.0,464.0,1182.0
473,产品组合_1.0mean_x,0.00875264818522499,0.00034293011998191316,0.0018217671,135,474.0,307.0,225.0,178.0,1184.0
566,获客渠道_6mean_x,0.004950138488226001,0.00047033729264208155,0.0017661271,290,567.0,268.0,245.0,104.0,1184.0
139,申请时点_3sum_y,0.042699718385841,6.311264435877882e-05,0.0022231487,3,140.0,444.0,121.0,479.0,1184.0
216,商品类别_7sum_x,0.03243347605766732,0.00036618323542948533,0.0014212192000000001,49,217.0,298.0,376.0,294.0,1185.0
245,申请周内日_6mean_y,0.028944332010302512,0.0001487236839734341,0.0015104995000000002,99,246.0,389.0,341.0,211.0,1187.0
284,申请时点_3sum_x,0.024461019482707427,0.00022795948056364613,0.001944989,19,285.0,353.0,183.0,369.0,1190.0
481,贷款申请前1年内征信查询次数,0.008254583529062994,0.0006785988737703173,0.0013846883,400,482.0,230.0,392.0,88.0,1192.0
115,陪同申请人_7.0sum_y,0.04688536204443744,0.00019252977989379604,0.0013553101999999998,44,116.0,370.0,400.0,306.0,1192.0
375,申请人是否额外提供了文件8,0.015102744540279043,2.676778161714057e-05,0.003255713,50,376.0,485.0,44.0,288.0,1193.0
30,利率2max_y,0.07629887618426602,0.0014207351320349065,0.0,0,29.0,160.0,479.0,525.0,1193.0
617,申请时点_6mean_x,0.0035296541029311906,0.0008858841810615428,0.0016138376000000001,567,618.0,203.0,305.0,68.0,1194.0
178,行业_5sum_x,0.03732768210646012,0.00034456187277443964,0.0013990614000000002,36,179.0,306.0,387.0,322.0,1194.0
367,贷款用途_23sum_x,0.01595684671699081,0.0007760533966499403,0.0012307210000000002,129,368.0,219.0,426.0,184.0,1197.0
213,申请时点_5mean_y,0.03300443842062509,0.00031495063285324484,0.0012167763,81,214.0,319.0,430.0,236.0,1199.0
463,申请周内日_0mean_x,0.009222208325334946,0.0005965455360244405,0.0013533942000000002,421,464.0,248.0,402.0,86.0,1200.0
24,首付月数max_y,0.0762988761843198,0.0011589152052123182,0.0,0,23.0,173.0,479.0,525.0,1200.0
439,产品组合_4.0mean_x,0.010626642623141974,4.974873742482653e-05,0.0024565114000000003,96,440.0,457.0,91.0,213.0,1201.0
484,获客渠道_5mean_x,0.008172560050471664,0.0008786437960047222,0.0012952659,345,485.0,205.0,413.0,98.0,1201.0
272,申请周内日_7mean_y,0.02559041607120161,0.0002097131923354044,0.0014507191,109,273.0,364.0,364.0,205.0,1206.0
73,付款方式_0sum_y,0.05594775730449359,0.00028576334733106557,0.0011266005000000001,21,74.0,326.0,444.0,362.0,1206.0
260,组合类型_4sum_x,0.027473124075415363,0.0003610336104861853,0.0015946047,30,261.0,303.0,310.0,333.0,1207.0
68,产品类型_0sum_y,0.05756313651157894,0.00019252729940710052,0.0012739302,24,69.0,371.0,417.0,351.0,1208.0
29,利率2min_y,0.07629887618426602,0.0010801367786399134,0.0,0,29.0,176.0,479.0,525.0,1209.0
331,行业_2sum_x,0.02031521785605244,0.0006147131708658974,0.0012449883,95,332.0,240.0,424.0,216.0,1212.0
26,首付时间max_y,0.07629887618431974,0.0010526327443699506,0.0,0,26.0,182.0,479.0,525.0,1212.0
99,收益级别_4sum_y,0.05119693376564157,0.0002202245900483692,0.0014582706,13,100.0,357.0,360.0,402.0,1219.0
271,申请时点_7mean_y,0.025689927747295283,0.00019052089414914368,0.0015822883,63,272.0,372.0,314.0,261.0,1219.0
504,贷款类型_0mean_x,0.006953057517087953,0.0008674811128084562,0.0014188185,215,505.0,208.0,377.0,130.0,1220.0
568,申请时点_7mean_x,0.004910929418961644,0.000805590753716999,0.0014183463000000001,614,569.0,215.0,378.0,59.0,1221.0
378,社交圈违约信息2sum,0.014866357287267176,0.000442262959858476,0.001399406,132,378.0,278.0,386.0,180.0,1222.0
453,申请人是否额外提供了文件7,0.009886676286939736,6.91509521541414e-05,0.0021319238000000003,123,454.0,438.0,142.0,191.0,1225.0
269,产品组合_8.0mean_y,0.025872423996999717,0.00011175664821336148,0.0018862135,27,270.0,413.0,204.0,338.0,1225.0
358,收入类型_1,0.016803180899731734,0.00046066277278546846,0.0013706514000000002,119,359.0,273.0,397.0,196.0,1225.0
553,历史贷款授信距本次申请月数max_x,0.005218989381878793,0.0013958578284368685,0.0014112479000000001,211,554.0,163.0,379.0,132.0,1228.0
138,获客渠道_0mean_y,0.04284293141544725,0.00013138565573413114,0.0016834715,9,139.0,400.0,275.0,420.0,1234.0
97,申请周内日_5sum_y,0.051473079232460216,0.00012176827495521766,0.0015959932999999999,8,98.0,404.0,309.0,427.0,1238.0
23,首付月数mean_y,0.0762988761843198,0.0008398904996833362,0.0,0,23.0,211.0,479.0,525.0,1238.0
391,社交圈违约信息1sum,0.014156639767239718,0.0005226428710094964,0.0013930693,117,391.0,260.0,388.0,199.0,1238.0
555,申请周内日,0.0051918981894885675,0.0009143745736205928,0.0011962365,676,556.0,196.0,433.0,56.0,1241.0
87,有居住信息3,0.05321200594691474,0.0010742809082537382,0.0006907655,1,88.0,177.0,474.0,505.0,1244.0
372,产品组合_4.0mean_y,0.015344481415208541,0.00016084285623285547,0.0019757247,39,373.0,385.0,177.0,311.0,1246.0
435,陪同申请人_7.0,0.01081816818339838,0.0001387141941243656,0.0018639822,108,436.0,396.0,209.0,206.0,1247.0
154,首付率min_y,0.040621490925710116,0.00028522270200250085,0.0011403105,36,155.0,328.0,442.0,322.0,1247.0
142,地址是否一致标志4,0.04242543102746052,0.00028544514475213216,0.0009124555,38,143.0,327.0,463.0,315.0,1248.0
243,产品类型_2mean_y,0.02911358874925377,0.0002451670245567661,0.0014038869000000001,50,244.0,343.0,383.0,288.0,1258.0
148,产品组合_5.0sum_y,0.0415076316372001,0.00011357281271527083,0.0019982117,0,149.0,410.0,174.0,525.0,1258.0
224,收益级别_0sum_x,0.03160237128167062,0.00043929087953248054,0.0010665527000000001,45,225.0,280.0,453.0,303.0,1261.0
165,贷款类型_1sum_x,0.03867856770574751,0.00032507662541834514,0.0012145429,24,166.0,314.0,431.0,351.0,1262.0
390,社交圈违约信息1mean,0.014156639767239718,0.0004758182149886509,0.0019418556,9,391.0,266.0,185.0,420.0,1262.0
278,社交圈违约信息1_1,0.024870979849956003,3.7395780403665895e-05,0.0019233376999999998,34,279.0,470.0,192.0,327.0,1268.0
32,利率1min_y,0.07629887618406328,0.0006295598425069519,0.0,0,32.0,234.0,479.0,525.0,1270.0
114,申请周内日_6sum_y,0.047131690661109865,0.00011808146870187332,0.0014087906,19,115.0,406.0,381.0,369.0,1271.0
320,产品组合_10.0sum_x,0.02137074578096267,0.00039836520109978567,0.0010183133,110,321.0,291.0,458.0,203.0,1273.0
592,申请周内日_3mean_x,0.004136037960419878,0.0006034389330474199,0.001444241,553,593.0,242.0,369.0,70.0,1274.0
250,产品组合_8.0sum_y,0.02844263494397851,4.430624791953109e-05,0.0023109328,5,251.0,465.0,109.0,450.0,1275.0
371,教育程度_3,0.015697488973769998,5.3158565815830795e-05,0.0026834796,18,372.0,455.0,71.0,379.0,1277.0
483,组合类型_2mean_x,0.008190976273453034,0.0008596996083097455,0.0009115147400000001,230,484.0,209.0,464.0,121.0,1278.0
407,获客渠道_4sum_x,0.012168223977864405,0.0004289640069536645,0.001371035,122,408.0,283.0,396.0,193.0,1280.0
429,获客渠道_2mean_x,0.0110607813776485,1.0657742210960963e-05,0.0030528477000000003,51,430.0,514.0,52.0,287.0,1283.0
235,贷款用途_20mean_y,0.02989050607345215,5.625953058570264e-05,0.0018219948,18,236.0,450.0,224.0,379.0,1289.0
359,申请周内日_4sum_x,0.01677168835654724,0.0004417399629389504,0.0012181927000000001,85,360.0,279.0,428.0,226.0,1293.0
27,首付时间mean_y,0.07629887618431974,0.00040705229822063724,0.0,0,26.0,288.0,479.0,525.0,1318.0
25,首付时间min_y,0.07629887618431974,0.0003724365435605628,0.0,0,26.0,295.0,479.0,525.0,1325.0
611,陪同申请人_6.0mean_x,0.0036474865164926366,0.0002417730536620895,0.0017999093,190,612.0,345.0,230.0,138.0,1325.0
91,产品组合_0.0sum_y,0.05287568389769719,0.00022529311531884976,0.0013636083,3,92.0,356.0,398.0,479.0,1325.0
109,申请周内日_0sum_y,0.0487684777207914,0.0001251226516046097,0.0013566284,10,110.0,402.0,399.0,415.0,1326.0
347,组合类型_2sum_x,0.01783157079705724,0.00041542904656206566,0.0012529482,57,348.0,285.0,422.0,274.0,1329.0
738,产品组合_10.0mean_x,0.0010872125070119731,0.0009201741145913932,0.0016187797000000001,357,739.0,195.0,301.0,95.0,1330.0
569,贷款用途_24mean_x,0.004908698812956246,0.0009121243132845004,0.0011563928999999999,216,570.0,197.0,439.0,128.0,1334.0
462,获客渠道_2mean_y,0.00923076900328083,6.022892220173234e-05,0.0023935516,32,463.0,446.0,99.0,330.0,1338.0
546,产品类型_0sum_x,0.005421688668511079,0.0009029277069971133,0.0012921555,132,547.0,199.0,416.0,180.0,1342.0
377,社交圈违约信息2mean,0.014866357287267176,0.0005451173875146212,0.0015617495999999999,15,378.0,254.0,323.0,393.0,1348.0
219,申请时点_8sum_y,0.03213970189516434,7.219646085311615e-05,0.0017713743,5,220.0,436.0,242.0,450.0,1348.0
22,首付月数min_y,0.0762988761843198,0.00030750670578661115,0.0,0,23.0,321.0,479.0,525.0,1348.0
419,陪同申请人_1.0,0.011564441487972024,0.00011938784104741747,0.0017264669,61,420.0,405.0,260.0,265.0,1350.0
322,申请周内日_3mean_y,0.02121913075650773,7.162112302365315e-05,0.001547016,62,323.0,437.0,328.0,263.0,1351.0
349,申请时点_4sum_x,0.017756199201585554,0.00028495225951010437,0.0014064157,49,350.0,329.0,382.0,294.0,1355.0
33,利率1max_y,0.07629887618406328,0.00031070957095333696,0.0,0,32.0,320.0,479.0,525.0,1356.0
123,获客渠道_0sum_y,0.04526610345932243,0.0001894729088172895,0.0012170325,7,124.0,373.0,429.0,432.0,1358.0
471,产品组合_7.0sum_y,0.00881210743068158,0.00017351714931268156,0.0025840760000000003,7,472.0,379.0,80.0,432.0,1363.0
530,合同状态_3mean_x,0.005875605762951535,0.00017821246517873992,0.0018707301000000002,74,531.0,378.0,207.0,247.0,1363.0
199,产品组合_6.0mean_y,0.034220755465180365,0.00015976246977990024,0.0015232181,6,200.0,386.0,337.0,441.0,1364.0
466,申请时点_6sum_x,0.009136521841940365,0.0004132807194756473,0.0011605234,137,467.0,286.0,438.0,174.0,1365.0
174,获客渠道_4sum_y,0.03796233319698215,0.000156800738337063,0.001307009,15,175.0,387.0,411.0,393.0,1366.0
177,申请人是否额外提供了文件9,0.03750056163136309,0.00028188108356024953,0.0,18,178.0,332.0,479.0,379.0,1368.0
300,产品组合_3.0sum_x,0.023461458605495613,0.00026337024809554315,0.0016486606,6,301.0,338.0,292.0,441.0,1372.0
596,贷款用途_24sum_x,0.004046693541308225,0.0005015836179751239,0.0017834402,55,597.0,264.0,237.0,278.0,1376.0
232,组合类型_0mean_y,0.030376605472023033,0.00022742161457992228,0.0011369303,25,233.0,354.0,443.0,348.0,1378.0
426,申请周内日_4mean_y,0.011237808497976851,5.672586991764061e-05,0.0019410109,37,427.0,449.0,186.0,320.0,1382.0
340,贷款用途_16mean_x,0.01850429589566008,5.39017982138603e-05,0.0020348153,8,341.0,452.0,164.0,427.0,1384.0
301,获客渠道_0sum_x,0.023458339628842816,9.596947315266584e-05,0.0018583278,5,302.0,424.0,210.0,450.0,1386.0
341,贷款申请前1个月内征信查询次数,0.01845206202476401,0.00013900668163148558,0.0007955487,130,342.0,395.0,470.0,183.0,1390.0
421,产品组合_1.0mean_y,0.011436210880012088,8.994612932769483e-05,0.0019056585000000001,25,422.0,426.0,198.0,348.0,1394.0
144,有居住信息1,0.04194754945936436,0.0005993762086252344,0.0,0,145.0,245.0,479.0,525.0,1394.0
304,客户类型_0sum_y,0.0231881553575926,2.294728773483115e-05,0.0024453984,1,305.0,491.0,94.0,505.0,1395.0
472,申请周内日_3sum_x,0.008801213701325908,0.0003203577347105353,0.0014003429999999999,87,473.0,316.0,385.0,224.0,1398.0
326,贷款用途_16mean_y,0.020982897338008503,4.9155424684526863e-05,0.0021889773,2,327.0,458.0,125.0,491.0,1401.0
380,产品组合_14.0sum_x,0.014788679030803324,0.0004546899959654789,0.0011987394,38,381.0,275.0,432.0,315.0,1403.0
383,陪同申请人_6.0mean_y,0.014715699721100237,9.323075416382922e-06,0.0021389853,20,384.0,518.0,140.0,366.0,1408.0
318,产品组合_8.0sum_x,0.021626078358575718,0.0003326534334386324,0.0010891422999999999,27,319.0,310.0,449.0,338.0,1416.0
339,产品组合_2.0sum_x,0.01854615191941937,0.0002655047340775435,0.0014111685000000001,21,340.0,336.0,380.0,362.0,1418.0
237,贷款类型_Asum_y,0.02984856961963375,6.532617246167879e-05,0.0015394845000000002,10,238.0,443.0,330.0,415.0,1426.0
678,申请周内日_6mean_x,0.002175313999954011,0.0006183223008873142,0.0012421717,426,679.0,238.0,425.0,85.0,1427.0
294,利率2mean_x,0.023731684320770483,0.00014563176530726202,0.0018091525,0,295.0,390.0,228.0,525.0,1438.0
765,首付率min_x,0.0004524577366732536,0.0007010422559385947,0.0015175584,274,766.0,228.0,340.0,109.0,1443.0
120,申请周内日_1sum_y,0.04601366156773205,8.646596687918166e-05,0.0009628197300000001,7,121.0,428.0,462.0,432.0,1443.0
448,商品类别_19sum_x,0.010210852336464704,0.00043316681846838136,0.0012933316,45,449.0,282.0,414.0,303.0,1448.0
149,申请周内日_7sum_y,0.04150214519862255,7.987428736591913e-05,0.0007651072,14,150.0,432.0,471.0,397.0,1450.0
281,职业_10.0,0.02465949317283721,0.00016669064817632093,0.0010591182,29,282.0,381.0,455.0,334.0,1452.0
477,获客渠道_7mean_y,0.008655974420353455,3.866621933915089e-05,0.002119734,21,478.0,469.0,145.0,362.0,1454.0
145,产品组合_3.0sum_y,0.04191291154850479,0.0001371980191868018,0.0,7,146.0,398.0,479.0,432.0,1455.0
175,有居住信息2,0.037790924896415466,0.0003305689112378622,0.0,2,176.0,312.0,479.0,491.0,1458.0
415,商品类别_6mean_x,0.011763364521208056,0.00014163111713994962,0.0014578925,49,416.0,394.0,361.0,294.0,1465.0
298,利率1mean_x,0.023562488813453183,8.066661139384941e-05,0.0010687055,52,299.0,431.0,452.0,284.0,1466.0
670,商品类别_5mean_x,0.0024229635487530155,0.0002910104495899601,0.0014651332,256,671.0,324.0,357.0,115.0,1467.0
432,行业_10sum_x,0.010947714552105293,0.0004680338911697707,0.0010690562,37,433.0,270.0,451.0,320.0,1474.0
157,申请时点_7sum_y,0.040159058656589926,8.272298822251753e-05,0.0011723597,5,158.0,430.0,437.0,450.0,1475.0
414,商品类别_5mean_y,0.011811970279288918,2.0176887771879533e-05,0.002051885,12,415.0,498.0,160.0,404.0,1477.0
346,客户类型_0mean_y,0.017840898606056636,5.0425269104894624e-05,0.0016047471,19,347.0,456.0,307.0,369.0,1479.0
499,陪同申请人_6.0sum_x,0.007136235701412631,0.00010116301359585936,0.0019178769,20,500.0,419.0,194.0,366.0,1479.0
403,行业_4mean_y,0.012348381196866872,0.0002300896922783855,0.0013867867000000001,28,404.0,351.0,391.0,335.0,1481.0
299,贷款用途_21sum_x,0.02351028063240881,7.790871833897476e-06,0.0021552977,0,300.0,523.0,133.0,525.0,1481.0
374,组合类型_3mean_y,0.015251210760091215,0.0003243351003191202,0.0011499975,23,375.0,315.0,441.0,356.0,1487.0
354,申请时点_2mean_x,0.017281818942010932,3.203445982047443e-05,0.0017504225,11,355.0,474.0,249.0,409.0,1487.0
324,陪同申请人_6.0sum_y,0.021109680546481505,5.041039870333274e-06,0.0021853382000000003,1,325.0,531.0,126.0,505.0,1487.0
252,商品类别_4sum_x,0.02825467317916505,0.00023409403826968095,0.0,11,253.0,349.0,479.0,409.0,1490.0
311,产品组合_10.0sum_y,0.022031258903463868,2.0426913499440334e-05,0.0019244967000000002,2,312.0,497.0,190.0,491.0,1490.0
348,申请时点_8mean_y,0.017772575736398278,0.00011767605585435119,0.0009935298,56,349.0,407.0,461.0,277.0,1494.0
514,是否有房,0.006619274370002303,0.00016248155212542293,0.001455806,82,515.0,384.0,363.0,233.0,1495.0
282,居住状态_4,0.024579679957669798,9.035364860810012e-06,0.0017349620999999999,6,283.0,519.0,254.0,441.0,1497.0
327,贷款用途_21mean_y,0.020968468475417515,8.113284877860088e-06,0.0017723198000000001,11,328.0,521.0,241.0,409.0,1499.0
366,获客渠道_7sum_y,0.01600238227236815,2.9373581622477446e-05,0.0019512981,3,367.0,477.0,181.0,479.0,1504.0
303,产品组合_14.0sum_y,0.023303032692161375,2.7837060533527167e-05,0.0018469326000000001,1,304.0,483.0,215.0,505.0,1507.0
573,获客渠道_5sum_x,0.004637837676343705,0.0005127552411184819,0.0010534560000000001,95,574.0,261.0,456.0,216.0,1507.0
110,组合类型_0sum_y,0.04871080448095088,5.3797212705358034e-05,0.0,4,111.0,453.0,479.0,464.0,1507.0
233,产品组合_13.0sum_x,0.030243225475222874,0.0001510939015157795,0.0,11,234.0,388.0,479.0,409.0,1510.0
363,孩子个数,0.01637185113939106,0.00011732317889510025,0.0009043344,57,364.0,408.0,466.0,274.0,1512.0
248,行业_1sum_x,0.028650716933314762,0.00023697850711862882,0.0,6,249.0,347.0,479.0,441.0,1516.0
492,陪同申请人_1.0mean_y,0.007562941323439953,0.00012366543353149146,0.0016564638,28,493.0,403.0,288.0,335.0,1519.0
288,申请周内日_4sum_y,0.0240851050570566,2.5855631678682267e-05,0.0016276657999999998,5,289.0,486.0,298.0,450.0,1523.0
789,商品类别_2mean_x,2.9564178166501697e-05,0.0003379091645082457,0.0015712504,276,790.0,309.0,318.0,108.0,1525.0
296,利率2max_x,0.023681447349976733,0.0001627413180407225,0.0015643489000000002,0,297.0,383.0,321.0,525.0,1526.0
373,商品类别_2sum_x,0.015310624951290147,0.00014399035692849453,0.0011089641,38,374.0,391.0,446.0,315.0,1526.0
319,申请时点_2sum_y,0.021416689432745918,0.0,0.0021289163,0,320.0,544.0,144.0,525.0,1533.0
728,申请时点_5sum_x,0.0012214639229817632,0.0004093110700042041,0.0015342451,127,729.0,287.0,333.0,187.0,1536.0
140,申请周内日_3sum_y,0.042510484381075804,8.907529733225156e-05,0.0,2,141.0,427.0,479.0,491.0,1538.0
188,产品组合_6.0sum_y,0.03606528670832492,8.43674625009958e-05,0.0011912166000000001,2,189.0,429.0,436.0,491.0,1545.0
795,合同状态_1sum_y,0.0,0.0,0.0,0,0.0,544.0,479.0,525.0,1548.0
791,合同状态_2sum_x,0.0,0.0,0.0,0,0.0,544.0,479.0,525.0,1548.0
